Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
2023-11-01,To Savings - 3702,To Savings - 3702,1.06,debit,Bank Fee,SoFi Checking,,
2023-11-01,AMEX Dining Credit,AMEX Dining Credit,10.0,credit,Statement Credits,American Express Gold,,
2023-11-01,Digital Ach Payment 123fa3bd089cc73nikhil Katti,Digital Ach Payment 123fa3bd089cc73nikhil Katti,5000.0,debit,Transfer,Checking - 7290,,
2023-11-01,External Transfer Withdrawal 88014081697d10a,External Transfer Withdrawal 88014081697d10a,2500.0,debit,Transfer,Checking - 7290,,
2023-11-01,CO CONTR CURRENT YR EMPLOYER CUR YR (Cash),CO CONTR CURRENT YR EMPLOYER CUR YR (Cash),41.67,credit,Deposit,Health Savings Account,,
2023-11-01,THE CORNERSTONE,THE CORNERSTONE,402.03,debit,HOA,SoFi Savings,,
2023-11-01,STOCKTON PMT,STOCKTON PMT,22.59,debit,Home Insurance,SoFi Savings,,
2023-11-01,STOCKTON PMT,STOCKTON PMT,1285.43,debit,Mortgage & Rent,SoFi Savings,,
2023-11-01,DEPOSIT Cash in USD,DEPOSIT Cash in USD,1.0,debit,Transfer,SoFi Invest,,
2023-11-01,YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER HSA ALLOCATION FIDELITY BLUE CHIP GROWTH FUND: CLASS K (FBGKX) (Cash),YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER HSA ALLOCATION FIDELITY BLUE CHIP GROWTH FUND: CLASS K (FBGKX) (Cash),10.42,debit,Buy,Health Savings Account,,
2023-11-01,YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER HSA ALLOCATION FIDELITY FREEDOM INDX 2065 INST PREM (FFIKX) (Cash),YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER HSA ALLOCATION FIDELITY FREEDOM INDX 2065 INST PREM (FFIKX) (Cash),31.25,debit,Buy,Health Savings Account,,
2023-11-01,STOCKTON PMT,STOCKTON PMT,399.65,debit,Property Tax,SoFi Savings,,
2023-10-31,External Transfer Withdrawal D9b8201b87985c6,External Transfer Withdrawal D9b8201b87985c6,2500.0,debit,Transfer,Checking - 7290,,
2023-10-31,Interest earned,Interest earned,76.03,credit,Interest Income,SoFi Savings,,
2023-10-31,Interest earned,Interest earned,101.02,credit,Interest Income,SoFi Savings,,
2023-10-31,US BANK TRANSFER,US BANK TRANSFER,2500.0,credit,Transfer,SoFi Savings,,
2023-10-31,VENMO,VENMO,39.8,credit,Television,SoFi Savings,,
2023-10-31,GOOGLE *YOUTUBE TV G.CO/HELPPAY# CA,GOOGLE *YOUTUBE TV G.CO/HELPPAY# CA,69.7,debit,Television,American Express Gold,,
2023-10-31,Transfer To THE BANCORP BANK,Transfer To THE BANCORP BANK,39.8,debit,Transfer,Venmo,,
2023-10-31,Blake Hicks Paid Nikhil Katti,Blake Hicks Paid Nikhil Katti,39.8,credit,Television,Venmo,,
2023-10-31,Advisory Fee,Advisory Fee,2.7,debit,Service Fee,General Investing,,
2023-10-31,DIVIDEND USD,DIVIDEND USD,1.39,debit,Dividend & Cap Gains,SoFi Invest,,
2023-10-31,DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash),DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash),0.24,credit,Dividend & Cap Gains,Health Savings Account,,
2023-10-31,TRP RETIRE 2060 F,TRP RETIRE 2060 F,1267.5,credit,Investments,BLOCK 401(K) PLAN,,
2023-10-30,AMAZON.COM AMZN.COM/BILL WA,AMAZON.COM AMZN.COM/BILL WA,11.05,debit,Groceries,Amazon Business Prime,,
2023-10-30,VENMO,VENMO,135.74,debit,Transfer,SoFi Savings,,
2023-10-30,AMAZON.COM AMZN.COM/BILL WA,AMAZON.COM AMZN.COM/BILL WA,4.07,debit,Personal Care,Amazon Business Prime,,
2023-10-30,"BLOCK, INC.","BLOCK, INC.",3357.73,credit,Income,SoFi Savings,,
2023-10-30,AMAZON MARKETPLACE NAMZN.COM/BILL WA,AMAZON MARKETPLACE NAMZN.COM/BILL WA,13.67,debit,Hair,Amazon Business Prime,,
2023-10-30,AMAZON.COM AMZN.COM/BILL WA,AMAZON.COM AMZN.COM/BILL WA,19.41,debit,Groceries,Amazon Business Prime,,
2023-10-30,AMAZON.COM AMZN.COM/BILL WA,AMAZON.COM AMZN.COM/BILL WA,5.79,debit,Groceries,Amazon Business Prime,,
2023-10-30,HARNEY TEAS XXX-XXX-8463 NY,HARNEY TEAS XXX-XXX-8463 NY,44.6,debit,Coffee Shops,Amex Blue Cash Everyday,,
2023-10-28,AplPay PUBLIX #1061 ATLANTA GA,AplPay PUBLIX #1061 ATLANTA GA,44.57,debit,Groceries,American Express Gold,,
2023-10-28,GRUBHUB*RAYSNEWYORKPNEW YORK NY,GRUBHUB*RAYSNEWYORKPNEW YORK NY,22.86,debit,Restaurants,American Express Gold,,
2023-10-28,AMAZON.COM AMZN.COM/BILL WA,AMAZON.COM AMZN.COM/BILL WA,14.28,debit,Groceries,Amazon Business Prime,,
2023-10-27,CASH - Contribution,CASH - Contribution,541.66,credit,Deposit,Vanguard Roth IRA,,
2023-10-27,VANGUARD TARGET RETIREMENT 2060 INVESTOR CL - Buy,VANGUARD TARGET RETIREMENT 2060 INVESTOR CL - Buy,541.66,debit,Buy,Vanguard Roth IRA,,
2023-10-27,Nisha Katti Charged Nikhil Katti,Nisha Katti Charged Nikhil Katti,135.74,debit,Hotel,Venmo,,
2023-10-27,VANGUARD BUY,VANGUARD BUY,541.66,debit,Transfer,SoFi Savings,,
2023-10-26,AMEX EPAYMENT,AMEX EPAYMENT,105.12,debit,Credit Card Payment,SoFi Savings,,
2023-10-26,Comcast,COMCAST 8220188,20.83,debit,Internet,SoFi Savings,,
2023-10-25,CHEWY.COM (XXX)XXX-4399 FL,CHEWY.COM (XXX)XXX-4399 FL,105.13,debit,Pet Food & Supplies,Amex Blue Cash Everyday,,
2023-10-25,AUTOPAY PAYMENT - THANK YOU,AUTOPAY PAYMENT - THANK YOU,105.12,credit,Credit Card Payment,American Express Gold,,
2023-10-24,GPC,GPC,106.73,debit,Electricity,SoFi Savings,,
2023-10-24,CHASE CREDIT CRD,CHASE CREDIT CRD,247.15,debit,Credit Card Payment,SoFi Savings,,
2023-10-24,AIR FRANCE NEW YORK,AIR FRANCE NEW YORK,725.4,debit,Air Travel,American Express Gold,,
2023-10-23,AUTOMATIC PAYMENT - THANK,AUTOMATIC PAYMENT - THANK,247.15,credit,Credit Card Payment,Chase Freedom Unlimited,,
2023-10-21,AplPay PUBLIX #1061 ATLANTA GA,AplPay PUBLIX #1061 ATLANTA GA,15.21,debit,Groceries,American Express Gold,,
2023-10-21,LA FITNESS CORP INTLIRVINE CA,LA FITNESS CORP INTLIRVINE CA,29.99,debit,Gym,Amazon Business Prime,,
2023-10-19,DISCOVER,DISCOVER,1599.0,debit,Credit Card Payment,SoFi Savings,,
2023-10-18,IRS  TREAS 310,IRS  TREAS 310,2828.0,credit,Federal Tax,SoFi Savings,,
2023-10-18,DIRECTPAY FULL BALANCE,"DIRECTPAY FULL BALANCE
SEE DETAILS OF YOUR NEXT DIRECTPAY BELOW",1599.0,credit,Credit Card Payment,Discover,,
2023-10-17,NORMAL DISTR PARTIAL HSA CHK PD 943536449 /WEB (Cash),NORMAL DISTR PARTIAL HSA CHK PD 943536449 /WEB (Cash),117.5,debit,Transfer,Health Savings Account,,
2023-10-17,"ETSY, INC. BROOKLYN NY","ETSY, INC. BROOKLYN NY",32.2,debit,Coffee Shops,Amex Blue Cash Everyday,,
2023-10-16,Recurring Deposit,Recurring Deposit,125.0,credit,Transfer,General Investing,,
2023-10-16,BETTERMENT SEC,BETTERMENT SEC,125.0,debit,Transfer,SoFi Savings,,
2023-10-16,AMAZON.COM AMZN.COM/BILL WA,AMAZON.COM AMZN.COM/BILL WA,212.73,debit,Shopping,American Express Gold,,Record player
2023-10-16,YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER HSA ALLOCATION FIDELITY BLUE CHIP GROWTH FUND: CLASS K (FBGKX) (Cash),YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER HSA ALLOCATION FIDELITY BLUE CHIP GROWTH FUND: CLASS K (FBGKX) (Cash),10.42,debit,Buy,Health Savings Account,,
2023-10-16,CO CONTR CURRENT YR EMPLOYER CUR YR (Cash),CO CONTR CURRENT YR EMPLOYER CUR YR (Cash),41.67,credit,Deposit,Health Savings Account,,
2023-10-16,YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER HSA ALLOCATION FIDELITY FREEDOM INDX 2065 INST PREM (FFIKX) (Cash),YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER HSA ALLOCATION FIDELITY FREEDOM INDX 2065 INST PREM (FFIKX) (Cash),31.25,debit,Buy,Health Savings Account,,
2023-10-16,INTUIT *TURBOTAX,INTUIT *TURBOTAX,25.0,debit,Taxes,Chase Freedom Unlimited,,
2023-10-15,AplPay PUBLIX #1061 ATLANTA GA,AplPay PUBLIX #1061 ATLANTA GA,59.97,debit,Groceries,American Express Gold,,
2023-10-15,AplPay QT 1700/QUIKTATLANTA GA,AplPay QT 1700/QUIKTATLANTA GA,9.42,debit,Groceries,Amex Blue Cash Everyday,,
2023-10-13,TRP RETIRE 2060 F,TRP RETIRE 2060 F,1267.5,credit,Investments,BLOCK 401(K) PLAN,,
2023-10-13,CASH - Contribution,CASH - Contribution,541.66,credit,Deposit,Vanguard Roth IRA,,
2023-10-13,VANGUARD TARGET RETIREMENT 2060 INVESTOR CL - Buy,VANGUARD TARGET RETIREMENT 2060 INVESTOR CL - Buy,541.66,debit,Buy,Vanguard Roth IRA,,
2023-10-13,AplPay PERC ATLANTA Atlanta GA,AplPay PERC ATLANTA Atlanta GA,8.08,debit,Coffee Shops,American Express Gold,,
2023-10-13,AMAZON MARKETPLACE NAMZN.COM/BILL WA,AMAZON MARKETPLACE NAMZN.COM/BILL WA,25.91,debit,Electronics & Software,Amazon Business Prime,,
2023-10-13,VANGUARD BUY,VANGUARD BUY,541.66,debit,Transfer,SoFi Savings,,
2023-10-12,AMAZON.COM AMZN.COM/BILL WA,AMAZON.COM AMZN.COM/BILL WA,5.0,debit,Shopping,American Express Gold,,
2023-10-12,"BLOCK, INC.","BLOCK, INC.",3357.74,credit,Income,SoFi Savings,,
2023-10-12,AMAZON SHOP WITH POINTS CREDIT,AMAZON SHOP WITH POINTS CREDIT,5.0,credit,Shopping,American Express Gold,,
2023-10-12,CASH MARGIN XFER USD,CASH MARGIN XFER USD,0.02,credit,Investments,SoFi Invest,,
2023-10-12,CASH MARGIN XFER USD,CASH MARGIN XFER USD,0.02,debit,Investments,SoFi Invest,,
2023-10-12,SECURITY LENDING USD,SECURITY LENDING USD,0.02,debit,Investments,SoFi Invest,,
2023-10-11,Adjusted Interest,Adjusted Interest,750.0,credit,Interest Income,Checking - 7290,,
2023-10-11,AMEX EPAYMENT,AMEX EPAYMENT,260.74,debit,Credit Card Payment,SoFi Savings,,
2023-10-10,AUTOPAY PAYMENT - THANK YOU,AUTOPAY PAYMENT - THANK YOU,260.74,credit,Credit Card Payment,Amex Blue Cash Everyday,,
2023-10-09,Dividend Reinvestment,Dividend Reinvestment,6.12,credit,Investments,General Investing,,
2023-10-09,TST* RREAL TACOS -ATATLANTA GA,TST* RREAL TACOS -ATATLANTA GA,16.65,debit,Restaurants,American Express Gold,,
2023-10-09,QT XXX0/QUIKTRIP 554ATLANTA GA,QT XXX0/QUIKTRIP 554ATLANTA GA,6.27,debit,Groceries,Amex Blue Cash Everyday,,
2023-10-08,BCE HOME CHEF CREDIT,BCE HOME CHEF CREDIT,15.0,credit,Statement Credits,Amex Blue Cash Everyday,,
2023-10-07,HOME CHEF CHICAGO IL,HOME CHEF CHICAGO IL,20.96,credit,Meal Delivery,Amex Blue Cash Everyday,,
2023-10-07,HOME CHEF CHICAGO IL,HOME CHEF CHICAGO IL,11.53,credit,Meal Delivery,Amex Blue Cash Everyday,,
2023-10-06,LEMONADE INSURANCE CNEW YORK CITY,LEMONADE INSURANCE CNEW YORK CITY,15.47,credit,Pet Food & Supplies,Amex Blue Cash Everyday,,
2023-10-06,LEMONADE I* LEMONADE I,LEMONADE I* LEMONADE I,76.74,credit,Parents,Chase Freedom Unlimited,,
2023-10-06,HOME CHEF CHICAGO IL,HOME CHEF CHICAGO IL,47.98,debit,Meal Delivery,Amex Blue Cash Everyday,,
2023-10-06,YOU SOLD FIDELITY FREEDOM INDX 2065 INST PREM (FFIKX) (Cash),YOU SOLD FIDELITY FREEDOM INDX 2065 INST PREM (FFIKX) (Cash),25.26,credit,Sell,Health Savings Account,,
2023-10-05,Nikhil Katti Paid Blake Hicks,Nikhil Katti Paid Blake Hicks,20.0,debit,Entertainment,Venmo,,
2023-10-05,Transfer To THE BANCORP BANK,Transfer To THE BANCORP BANK,103.5,debit,Transfer,Venmo,,
2023-10-05,VENMO,VENMO,100.0,credit,Transfer,SoFi Savings,,
2023-10-05,VENMO,VENMO,3.5,credit,Transfer,SoFi Savings,,
2023-10-05,LEMONADE INSURANCE NEW YORK CITY NY,LEMONADE INSURANCE NEW YORK CITY NY,154.65,debit,Pet Food & Supplies,Amex Blue Cash Everyday,,
2023-10-05,VENMO,VENMO,20.0,debit,Transfer,SoFi Savings,,
2023-10-04,DENTALESTHETICS,DENTALESTHETICS,117.5,debit,Dentist,Chase Freedom Unlimited,,
2023-10-03,SOFI SECURITIES,SOFI SECURITIES,1.0,debit,Buy,SoFi Savings,,
2023-10-03,PRIZEPICKS,PRIZEPICKS,100.0,debit,Sports Betting,Chase Freedom Unlimited,,
2023-10-03,QT XXX0/QUIKTRIP 554ATLANTA GA,QT XXX0/QUIKTRIP 554ATLANTA GA,6.61,debit,Gas & Fuel,Amex Blue Cash Everyday,,
2023-10-03,ORDINARY DIVIDEND (VOO),ORDINARY DIVIDEND (VOO),7.46,credit,Dividend & Cap Gains,TD Ameritrade,,
2023-10-02,STOCKTON PMT,STOCKTON PMT,22.59,debit,Home Insurance,SoFi Savings,,
2023-10-02,BETTERMENT SEC,BETTERMENT SEC,125.0,debit,Transfer,SoFi Savings,,
2023-10-02,PAYPAL *UBER EATS,PAYPAL *UBER EATS,0.89,debit,Food Delivery,Chase Freedom Unlimited,,
2023-10-02,THE CORNERSTONE,THE CORNERSTONE,37.88,debit,Water/Sewer,SoFi Savings,,
2023-10-02,THE CORNERSTONE,THE CORNERSTONE,402.03,debit,HOA,SoFi Savings,,
2023-10-02,STOCKTON PMT,STOCKTON PMT,399.65,debit,Property Tax,SoFi Savings,,
2023-10-02,YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER HSA ALLOCATION FIDELITY FREEDOM INDX 2065 INST PREM (FFIKX) (Cash),YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER HSA ALLOCATION FIDELITY FREEDOM INDX 2065 INST PREM (FFIKX) (Cash),31.25,debit,Buy,Health Savings Account,,
2023-10-02,STOCKTON PMT,STOCKTON PMT,1285.43,debit,Mortgage & Rent,SoFi Savings,,
2023-10-02,DEPOSIT Cash in USD,DEPOSIT Cash in USD,1.0,debit,Transfer,SoFi Invest,,
2023-10-02,YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER HSA ALLOCATION FIDELITY BLUE CHIP GROWTH FUND: CLASS K (FBGKX) (Cash),YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER HSA ALLOCATION FIDELITY BLUE CHIP GROWTH FUND: CLASS K (FBGKX) (Cash),10.42,debit,Buy,Health Savings Account,,
2023-10-02,CO CONTR CURRENT YR EMPLOYER CUR YR (Cash),CO CONTR CURRENT YR EMPLOYER CUR YR (Cash),41.67,credit,Deposit,Health Savings Account,,
2023-10-02,Recurring Deposit,Recurring Deposit,125.0,credit,Transfer,General Investing,,
2023-10-01,UBER EATS HTTPS://HELP.UBER.COCA,UBER EATS HTTPS://HELP.UBER.COCA,18.69,debit,Food Delivery,American Express Gold,,
2023-10-01,AMAZON.COM AMZN.COM/BILL WA,AMAZON.COM AMZN.COM/BILL WA,15.37,debit,Groceries,Amazon Business Prime,,
2023-10-01,BCE HOME CHEF CREDIT,BCE HOME CHEF CREDIT,15.0,credit,Meal Delivery,Amex Blue Cash Everyday,,
2023-09-30,Interest earned,Interest earned,72.9,credit,Interest Income,SoFi Savings,,
2023-09-30,Interest earned,Interest earned,87.91,credit,Interest Income,SoFi Savings,,
2023-09-30,Michael Lehmann Paid Nikhil Katti,Michael Lehmann Paid Nikhil Katti,27.0,credit,Groceries,Venmo,,
2023-09-30,SP TORTILLA FAMILIA HEREFORD AZ,SP TORTILLA FAMILIA HEREFORD AZ,40.61,debit,Groceries,Amex Blue Cash Everyday,,
2023-09-30,Nikhil Katti Paid Michael Lehmann,Nikhil Katti Paid Michael Lehmann,14.0,debit,Groceries,Venmo,,
2023-09-29,VANGUARD BUY,VANGUARD BUY,541.66,debit,Transfer,SoFi Savings,,
2023-09-29,CASH - Contribution,CASH - Contribution,541.66,credit,Deposit,Vanguard Roth IRA,,
2023-09-29,TRADE COFFEE CO BOSTON MA,TRADE COFFEE CO BOSTON MA,20.0,debit,Coffee Shops,Amex Blue Cash Everyday,,
2023-09-29,Advisory Fee,Advisory Fee,2.54,debit,Service Fee,General Investing,,
2023-09-29,HOME CHEF CHICAGO IL,HOME CHEF CHICAGO IL,47.13,debit,Meal Delivery,Amex Blue Cash Everyday,,
2023-09-29,VANGUARD TARGET RETIREMENT 2060 INVESTOR CL - Buy,VANGUARD TARGET RETIREMENT 2060 INVESTOR CL - Buy,541.66,debit,Buy,Vanguard Roth IRA,,
2023-09-29,DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash),DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash),0.38,credit,Dividend & Cap Gains,Health Savings Account,,
2023-09-29,REINVESTMENT FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash),REINVESTMENT FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash),0.38,debit,Investments,Health Savings Account,,
2023-09-29,TRP RETIRE 2060 F,TRP RETIRE 2060 F,1267.5,credit,Investments,BLOCK 401(K) PLAN,,
2023-09-28,QUALIFIED DIVIDEND,QUALIFIED DIVIDEND,0.12,credit,Dividend & Cap Gains,TD Ameritrade,,
2023-09-28,Dividend Reinvestment,Dividend Reinvestment,14.07,credit,Investments,General Investing,,
2023-09-28,BLUEAPRON* ORDER NEW YORK CITY NY,BLUEAPRON* ORDER NEW YORK CITY NY,47.12,credit,Meal Delivery,American Express Gold,,
2023-09-28,VENMO,VENMO,220.33,debit,Transfer,SoFi Savings,,
2023-09-28,"BLOCK, INC.","BLOCK, INC.",3502.44,credit,Income,SoFi Savings,,
2023-09-27,BLUEAPRON* ORDER NEW YORK CITY NY,BLUEAPRON* ORDER NEW YORK CITY NY,47.12,debit,Meal Delivery,American Express Gold,,
2023-09-27,DTE BOTANICALS,DTE BOTANICALS,160.89,debit,Kratom,Chase Freedom Unlimited,,
2023-09-27,Nikhil Katti Paid Ky Skyles,Nikhil Katti Paid Ky Skyles,220.33,debit,Kratom,Venmo,,
2023-09-26,DIVIDEND USD,DIVIDEND USD,2.29,debit,Dividend & Cap Gains,SoFi Invest,,
2023-09-26,Comcast,COMCAST 8220188,25.0,debit,Internet,SoFi Savings,,
2023-09-25,Dividend Reinvestment,Dividend Reinvestment,36.54,credit,Investments,General Investing,,
2023-09-25,AMEX Dining Credit,AMEX Dining Credit,10.0,credit,Statement Credits,American Express Gold,,
2023-09-25,AplPay QT DULUTH GA,AplPay QT DULUTH GA,27.8,debit,Gas & Fuel,Amex Blue Cash Everyday,,
2023-09-25,BT*SUCCULENT STUDIOSLONG BEACH CA,BT*SUCCULENT STUDIOSLONG BEACH CA,6.5,debit,Shopping,Amex Blue Cash Everyday,,
2023-09-25,AMEX EPAYMENT,AMEX EPAYMENT,522.0,debit,Credit Card Payment,SoFi Savings,,
2023-09-25,GPC,GPC,144.49,debit,Electricity,SoFi Savings,,
2023-09-25,CHASE CREDIT CRD,CHASE CREDIT CRD,111.83,debit,Credit Card Payment,SoFi Savings,,
2023-09-24,FOREIGN TRANSACTION FEE,FOREIGN TRANSACTION FEE,0.28,debit,Entertainment,Chase Freedom Unlimited,,
2023-09-24,SLEEPER,SLEEPER,20.0,debit,Sports Betting,Chase Freedom Unlimited,,
2023-09-24,REAL DEBRID,REAL DEBRID,9.61,debit,Entertainment,Chase Freedom Unlimited,,
2023-09-24,WESTKOAST BOTANICALSSALEM OR,WESTKOAST BOTANICALSSALEM OR,184.0,debit,Kratom,Amex Blue Cash Everyday,,
2023-09-24,Connor Wolfe Paid Nikhil Katti,Connor Wolfe Paid Nikhil Katti,50.0,credit,Transfer,Venmo,,
2023-09-24,Nikhil Katti Paid Anthony Lopez,Nikhil Katti Paid Anthony Lopez,9.5,debit,Alcohol & Bars,Venmo,,
2023-09-23,AUTOPAY PAYMENT - THANK YOU,AUTOPAY PAYMENT - THANK YOU,522.0,credit,Credit Card Payment,American Express Gold,,
2023-09-23,GRUBHUB*RAYSNEWYORKPNEW YORK NY,GRUBHUB*RAYSNEWYORKPNEW YORK NY,22.86,debit,Restaurants,American Express Gold,,
2023-09-22,AUTOMATIC PAYMENT - THANK,AUTOMATIC PAYMENT - THANK,111.83,credit,Credit Card Payment,Chase Freedom Unlimited,,
2023-09-21,John Sibley Paid Nikhil Katti,John Sibley Paid Nikhil Katti,50.0,credit,Transfer,Venmo,,
2023-09-21,LA FITNESS CORP INTLIRVINE CA,LA FITNESS CORP INTLIRVINE CA,29.99,debit,Gym,Amazon Business Prime,,
2023-09-20,Aa&b Refunded Fees,Aa&b Refunded Fees,6.0,credit,Transfer,Checking - 7290,,
2023-09-19,AplPay PUBLIX #1061 ATLANTA GA,AplPay PUBLIX #1061 ATLANTA GA,4.72,credit,Groceries,American Express Gold,,
2023-09-19,AplPay PUBLIX #1061 ATLANTA GA,AplPay PUBLIX #1061 ATLANTA GA,61.92,debit,Groceries,American Express Gold,,
2023-09-19,DISCOVER,DISCOVER,278.86,debit,Credit Card Payment,SoFi Savings,,
2023-09-18,Recurring Deposit,Recurring Deposit,125.0,credit,Transfer,General Investing,,
2023-09-18,BETTERMENT SEC,BETTERMENT SEC,125.0,debit,Transfer,SoFi Savings,,
2023-09-18,DIRECTPAY FULL BALANCE,"DIRECTPAY FULL BALANCE
SEE DETAILS OF YOUR NEXT DIRECTPAY BELOW",278.86,credit,Credit Card Payment,Discover,,
2023-09-18,YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER HSA ALLOCATION FIDELITY FREEDOM INDX 2065 INST PREM (FFIKX) (Cash),YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER HSA ALLOCATION FIDELITY FREEDOM INDX 2065 INST PREM (FFIKX) (Cash),31.25,debit,Buy,Health Savings Account,,
2023-09-18,CO CONTR CURRENT YR EMPLOYER CUR YR (Cash),CO CONTR CURRENT YR EMPLOYER CUR YR (Cash),41.67,credit,Deposit,Health Savings Account,,
2023-09-18,YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER HSA ALLOCATION FIDELITY BLUE CHIP GROWTH FUND: CLASS K (FBGKX) (Cash),YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER HSA ALLOCATION FIDELITY BLUE CHIP GROWTH FUND: CLASS K (FBGKX) (Cash),10.42,debit,Buy,Health Savings Account,,
2023-09-17,BP#XXXXXX1CAPL GA004ATLANTA GA,BP#XXXXXX1CAPL GA004ATLANTA GA,15.96,debit,Gas & Fuel,Amex Blue Cash Everyday,,
2023-09-16,SP MACK WELDON NEW YORK NY,SP MACK WELDON NEW YORK NY,23.95,credit,Clothing,Amex Blue Cash Everyday,,
2023-09-15,CASH - Contribution,CASH - Contribution,541.66,credit,Deposit,Vanguard Roth IRA,,
2023-09-15,VANGUARD TARGET RETIREMENT 2060 INVESTOR CL - Buy,VANGUARD TARGET RETIREMENT 2060 INVESTOR CL - Buy,541.66,debit,Buy,Vanguard Roth IRA,,
2023-09-15,TRP RETIRE 2060 F,TRP RETIRE 2060 F,1267.5,credit,Investments,BLOCK 401(K) PLAN,,
2023-09-15,Analysis Service Charge,Analysis Service Charge,6.0,debit,Transfer,Checking - 7290,,
2023-09-15,SOFI SECURITIES,SOFI SECURITIES,995.11,debit,Transfer,SoFi Savings,,
2023-09-15,VANGUARD BUY,VANGUARD BUY,541.66,debit,Transfer,SoFi Savings,,
2023-09-14,BUY ARM,BUY ARM,999.99,credit,Buy,SoFi Invest,,
2023-09-14,"BLOCK, INC.","BLOCK, INC.",3357.74,credit,Income,SoFi Savings,,
2023-09-14,"Square, Inc.","Square, Inc.",125.0,credit,SQ Utility Credit,SoFi Savings,,
2023-09-14,TRP RETIRE 2060 F,TRP RETIRE 2060 F,0.76,credit,Investments,BLOCK 401(K) PLAN,,
2023-09-14,DEPOSIT Cash in USD,DEPOSIT Cash in USD,995.11,debit,Transfer,SoFi Invest,,
2023-09-14,TRP RETIRE 2060 F,TRP RETIRE 2060 F,0.04,debit,Investments,BLOCK 401(K) PLAN,,
2023-09-13,CASH MARGIN XFER USD,CASH MARGIN XFER USD,0.02,credit,Investments,SoFi Invest,,
2023-09-13,SECURITY LENDING USD,SECURITY LENDING USD,0.02,debit,Investments,SoFi Invest,,
2023-09-13,CASH MARGIN XFER USD,CASH MARGIN XFER USD,0.02,debit,Investments,SoFi Invest,,
2023-09-11,Dividend Reinvestment,Dividend Reinvestment,6.23,credit,Investments,General Investing,,
2023-09-11,SLEEPER,SLEEPER,30.0,debit,Sports Betting,Chase Freedom Unlimited,,
2023-09-11,SLEEPER - 702-99,SLEEPER - 702-99,31.5,credit,Sports Betting,SoFi Savings,,
2023-09-11,SLEEPER - 702-99,SLEEPER - 702-99,1.0,debit,Sports Betting,SoFi Savings,,
2023-09-11,VENMO,VENMO,20.0,debit,Entertainment,SoFi Savings,,Monthly YouTube TV payment to Blake
2023-09-11,AMEX EPAYMENT,AMEX EPAYMENT,368.94,debit,Credit Card Payment,SoFi Savings,,
2023-09-09,AUTOPAY PAYMENT - THANK YOU,AUTOPAY PAYMENT - THANK YOU,368.94,credit,Credit Card Payment,Amex Blue Cash Everyday,,
2023-09-09,Nikhil Katti Paid Blake Hicks,Nikhil Katti Paid Blake Hicks,20.0,debit,Television,Venmo,,
2023-09-09,PEP BOYS STORE # 179ATLANTA GA,PEP BOYS STORE # 179ATLANTA GA,36.0,credit,Service & Parts,American Express Gold,,
2023-09-08,REINVESTMENT FIDELITY BLUE CHIP GROWTH FUND: CLASS K (FBGKX) (Cash),REINVESTMENT FIDELITY BLUE CHIP GROWTH FUND: CLASS K (FBGKX) (Cash),0.15,debit,Investments,Health Savings Account,,
2023-09-08,LONG-TERM CAP GAIN FIDELITY BLUE CHIP GROWTH FUND: CLASS K (FBGKX) (Cash),LONG-TERM CAP GAIN FIDELITY BLUE CHIP GROWTH FUND: CLASS K (FBGKX) (Cash),0.15,credit,Investments,Health Savings Account,,
2023-09-08,ADJ REDIST PURCHASE BAL,ADJ REDIST PURCHASE BAL,10.01,credit,Transfer,American Express Gold,,
2023-09-08,DR ADJ REDIST CADV PRIN,DR ADJ REDIST CADV PRIN,10.01,debit,Transfer,American Express Gold,,
2023-09-08,Cash App,Cash App,80.0,credit,Income,SoFi Savings,,
2023-09-06,NOVA TEA,NOVA TEA,132.0,debit,Kratom,Chase Freedom Unlimited,,
2023-09-06,NOVA TEA,NOVA TEA,132.0,debit,Kratom,Chase Freedom Unlimited,,
2023-09-05,VENMO,VENMO,400.0,credit,Transfer,SoFi Savings,,
